,date,content
1491,2022-10-19 07:40:22+00:00,"@TheSamirAbbas ये तो सर्वविदित था अब पुख़्ता भी हो गया।Actually देखिएगा जब भी BJP किसी भी कारण से कटघरे में होती है तो सवाल जवाब से जनता का ध्यान भटकाने के लिए गोदी मीडिया जान कर एैसी खबरें बनाकर लाता है कि जनता उसे देखने पर मजबूर हो जाए, और BJP बच निकले😡बस timing पर गौर करिए सब साफ़ दिखेगा।"
1492,2022-10-19 07:40:18+00:00,"दिल्ली में भी होगा घमासान, MCD के चुनाव की जल्द हो सकती है घोषणा, आप, कांग्रेस और भाजपा में युद्ध  

#aap #bjp #centralgovernment #congress #delhi #municipalelection #topnews #आप #कांग्रेस #केंद्रसरकार #दिल्ली #नगरपालिकाचुनाव #भाजपा 

https://t.co/TWBcEDC6pW"
1493,2022-10-19 07:39:43+00:00,"हमने अपनी ज़िंदगी बिता दी भारत को जीताने को ॥
पता नही था लुटेरे घर पर ही बैठे है ॥
Who is the best government?
@BJP4India @INCIndia @aapindia_ @samajwadiparty @bahujansamajpar @Tribhuwandal"
1494,2022-10-19 07:39:37+00:00,@msisodia @ArvindKejriwal BJP नहीं चाहती है की देश के बच्चों को अच्छी शिक्षा मिले क्यों के अगर बच्चे पढ़ लिख लेंगे तो इनकी जुमलेबाजी झूट फिर कोई नहीं सुनने वाला।
1495,2022-10-19 07:38:45+00:00,"बिहार में सातवीं की परीक्षा के प्रश्नपत्र में कश्मीर को बताया गया अलग देश। बीजेपी प्रदेश अध्यक्ष @sanjayjaiswalMP सरकार पर भड़के. #BiharNews #BJP @BJP4Bihar 
 https://t.co/lbadaoPoJ2 https://t.co/6PrSANRGE9"
1496,2022-10-19 07:38:18+00:00,@SandeepBhogra @Ashok_Kashmir I strongly believe now that bjp has propped up Aap.
1497,2022-10-19 07:38:13+00:00,"सुनने में आ रहा है कि हिमाचल में आज भाजपा वाले इस्तीफा दिवस मना रहे है...

#HimachalPradeshElection #BJP"
1498,2022-10-19 07:38:10+00:00,"@mgnayak5 For PUNJAB Young Brigade Votes Limited Options Available with B J P ,esp with AKALI Alliance Till 2020 Feb .Now Also Not Many Charismatic Players Available4 BJP in Punjab .Punjabis Run After Such Actors , Musicians ,Rap Cultures,Delhi 2 has HANS Raj Another Waste Product 🙏🙏"
1499,2022-10-19 07:38:08+00:00,"#America : सीएम योगी का अमेरिका दौरा, शिकागो में करेंगे रोड शो..

@myogiadityanath @UPGovt 
#RoadShow #Chicago #YogiAdityanath #BJP 

https://t.co/gJtGHN3lMb"
1500,2022-10-19 07:38:01+00:00,@HarishBRSUSA @KTRTRS @bandisanjay_bjp @BJP4India నువ్వు లుచ్చగాడివి టి బి ఆర్ ఎస్ లో వున్న వల్లత లుచ్చగాండ్లు అన్న మాట
1501,2022-10-19 07:37:29+00:00,@htTweets Too much of pressure for @narendramodi Ji had @BJP4India worked on education &amp; https://t.co/2k9YXjFJcX HARYANA students of private school had to pay RANSOM fr TC. Leave aside the amount asked at admission. @cmohry
1502,2022-10-19 07:35:48+00:00,"So KCR is ensuring  spread of @BJP4India
in #Telengana This is a case of blatant discrimination by the State based on Religion.This is Appeasement.This is partisan behavior by the state. To please @asadowaisi
KCR is seeding, watering &amp; tending Communalism.
https://t.co/KVZKcfTiSi"
1503,2022-10-19 07:35:25+00:00,"On October 9, #AAP leader Rajendra Pal Gautam resigned as a minister after the #BJP kicked off a political storm over his renunciation of Hindu deities at an event to embrace Buddhism on October 5."
1504,2022-10-19 07:34:53+00:00,This is not about the BJP or the Modi government the release of the 11 Gujarat men convicted for gang rape &amp; child murder is a message to every Indian woman. If people actually vote for this then shame on you. As shameful Mrs Irani’s silence
1505,2022-10-19 07:34:44+00:00,"PM Shri @narendramodi at Defence Expo 2022 in Gandhinagar, Gujarat. #DefExpoGujarat  #bjp #BJP4Gujarat  #BJP4India  #ModiGovt @Hanuman_Ji_ @ARUNSETHJI https://t.co/8ifTbIpBvM"
1506,2022-10-19 07:34:22+00:00,"भारत जोड़ो यात्रा!
7 नवंबर को उद्धव ठाकरे हो सकते हैं #भारत_जोड़ो_यात्रा में शामिल!
8-9 नवंबर को शरद पवार भी कर सकते हैं भारत जोड़ो यात्रा में शिरकत!
@RahulGandhi @bharatjodo @AICCMedia @INCIndia @INCMaharashtra @NCPspeaks @PawarSpeaks @OfficeofUT @ShivSena @BJP4India @BJP4Mumbai"
1507,2022-10-19 07:33:56+00:00,"LOL Paresh, you defamed Gods in Oh My God and just because BJP will kick your @$$ you are siding with them!!! Stop bootlicking for sake of sanity https://t.co/o631Zo6Tbs"
1508,2022-10-19 07:33:36+00:00,@AamAadmiParty @msisodia BJP ki wajah se kum se kum inhe bhagwan par vishwas to hua.  nahi to inki Naani b bhagwan ko nahi maanti thi
1509,2022-10-19 07:32:39+00:00,"गुजरात में BJP से सब लोग तंग आ गए है। कोई Graduate आदमी तक नहीं है BJP के अंदर वो एक नकली डिग्री वाला है। सही से Graduate और Officer level के आदमी है @AamAadmiParty के अंदर तो अपने आप ""परिवर्तन"" होगा🤩
#ParivartanAaveChe 
@ArvindKejriwal @Gopal_Italia @AAPGujarat @SandeepPathak04 https://t.co/J1iUnVlcuw"
1510,2022-10-19 07:32:36+00:00,@narendramodi BJP KE GADHO NE KITNE SARE SARKARI SCHOOL BAND KAR DIYE . AUR AAJ YHN GYAN DE RAHE HAI. ANPAD RAHEGA INDIA TABHI TO HINDU MUSLIM KAREGA INDIA.
1511,2022-10-19 07:32:20+00:00,"@GulabMatiala Lekin jhooth bohot bolega, koi keemat nhi fir bhi bolega mujhe kehte hain BJP mai aajao, saboot nhi batayega 😂😂😂😂😂😂C kahin ka"
1512,2022-10-19 07:32:08+00:00,"@Girjesh93640846 @DaaruBaazMehta @narendramodi @BJP4Gujarat Koi AAP ko dekh kar school jaa rha h.. toh koi BJP ko dekh kar Mandir … 😅

Jnha se vote mile vanhi nikal lo…"
1513,2022-10-19 07:31:57+00:00,"#CBI पर मनीष सिसोदिया जी की व्यक्तिगत टिप्पणी और उसके बाद CBI की तरफ से कोई भी कानूनी कार्यवाही ना होना!
कहीं BJP और AAP मिलीभगत तो नहीं?
#TV9Bharatvarsh पर डिबेट में मेरे तर्क।
@INCIndia @RahulGandhi @digvijaya_28 @CaptAjayYadav @keshavyadaviyc @IYC @Aamitabh2 @JitendraBaghel_ https://t.co/StWOLc530w"
1514,2022-10-19 07:31:37+00:00,"हिमाचल प्रदेश विधानसभा चुनाव के लिए भाजपा ने जारी की अपने प्रत्याशियों की पहली सूची, 62 सीटों पर उम्मीदवारों की घोषणा

#HimachalPradeshElection #BJP #assemblyelections2022 https://t.co/ibrTUrB7AN"
1515,2022-10-19 07:31:00+00:00,"""CBI का काम फिक्सिंग कराना तो है नहीं""

#WATCH: https://t.co/WLuvnrTMUa 

#abuttarchahiye #ManishSisodia  @Aamitabh2 @msisodia @ArvindKejriwal @BJP4Delhi @BJP4India @AamAadmiParty https://t.co/TVSIXDDsAc"
1516,2022-10-19 07:30:00+00:00,"Andhra Pradesh: BJP ally Pawan Kalyan, TDP boss N Chandrababu Naidu to fight YSRCP ‘hand-in-hand’ https://t.co/SqLNOvKwiB"
1517,2022-10-19 07:30:00+00:00,"There is no evidence that the Modi government has managed to extradite even one of the 20 most-wanted terror-accused in Pakistan. This makes it abundantly clear that terrorism remains a purely rhetorical issue for the BJP.

https://t.co/F0yHCkbMN2"
1518,2022-10-19 07:29:32+00:00,"अब दिन रात @ashokgehlot51 जी के सपनों में माननीय @ArvindKejriwal जी ही आते हैं।इसका मतलब साफ़ है की गहलोत जी को आम आदमी पार्टी के काम की राजनीति का डर राजस्थान में सताने लगा है।राजस्थान से इनकी विदाई अब तय है,बहुत दिनों तक इन्होंने BJP के साथ गठबंधन कर राजस्थान की जनता को ठगा है। https://t.co/bLnJmADwff"
1519,2022-10-19 07:29:13+00:00,"@AAPUPJoin @bjpup_ @CongressUP @samajwadiparty Who is having best helpline service to atlease help the needy person.
No any help from Police and BJP helpline and daily threat from BJP local goons. 
What is the best way to survive for a citizen?"
1520,2022-10-19 07:29:08+00:00,"BJP MP announces plans to build auditorium in #MulayamSingh's memory 

https://t.co/OyPr6Mw6Ns"
1521,2022-10-19 07:28:31+00:00,@BJP4Delhi BJP ko ulta kijiye ya sidha.. rahegi jumlebaaz party hin
1522,2022-10-19 07:28:13+00:00,@beingarun28 SCHOOL KE BACHO SE PADAI KE SIWA SAB KUCH KARWAYEINGE YE BJP WALE.
1523,2022-10-19 07:28:02+00:00,BJP https://t.co/Sz4zynReug
1524,2022-10-19 07:28:00+00:00,"‘Modi hai to namumkin hai — how BJP plans to win Gujarat with this new slogan'

Bharat Agrawal, executive director, Dainik Bhaskar Group and a columnist, writes in ThePrint #PowerGallery

https://t.co/CtPskGkV4d"
1525,2022-10-19 07:27:59+00:00,Where has more than one construction been done today due to the efforts of BJP and much better @blsanthosh #AndhraRejectedCongress
1526,2022-10-19 07:27:19+00:00,"27 साल से गुजरात मे bjp की सरकार है, मोदी जी आज स्कूल में जाकर बच्चों के साथ बैठे,
काश 27 साल पहले ये किया होता तो @ArvindKejriwal और @msisodia की आज जरूरत नहीं पड़ती https://t.co/Ord4zwlRJB"
1527,2022-10-19 07:26:56+00:00,"Guys this is really so great the BJP is so good governance 
#AndhraRejectedCongress 
@JPNadda @blsanthosh @SVishnuReddy https://t.co/hccGxiXwP1"
1528,2022-10-19 07:26:33+00:00,"Indeed a proud moment for all of us @AamAadmiParty volunteers.
Issue based politics is need of the hour, maybe it's a baby step but we had compelled @BJP4India and @INCIndia to come on this plank.
Kudos to our visionary leadership @ArvindKejriwal @msisodia @AtishiAAP https://t.co/8edkVrWOdL"
1529,2022-10-19 07:26:26+00:00,"@varungandhi80 बहुत ही अच्छा सुझाव है।
भारत ही नही अपितु पूरे विश्व में कोविड काल में काफी जाने जा चुकी है।
और आज कल जो इस प्रकार से हार्ट फेल होने की काफी केस सामने आ रही है।
इस पर सोध मंथन कर उचित कदम उठाने की आवश्कता है।
@PMO_NaMo @PMOIndia @JPNadda @AmitShah @BJP4India @rajnathsingh"
1530,2022-10-19 07:26:09+00:00,@SupriyaShrinate @BJP4India @AamAadmiParty चाची घर बैठ जाओ या न्यूज रूम पकड़ लो ।। बहुत देर कर दी कांग्रेस ज्वाइन करने में।  जितनी चिल्ला लो कुछ नही मिलने वाला टीवी स्टूडियो डिबेट के अलावा।। समाज सेवा के लिए आई नही हो इतनी सालो के बाद।
1531,2022-10-19 07:25:58+00:00,@sanket It means BJP is running the campaign in the hopes to counter AAP
1532,2022-10-19 07:25:24+00:00,"भाट इ या तुम इतने ब्राह्मण विरोधी क्यों हो ?
खैर तुम्हारा दोष नहीं है, आज की @BJP4India ही ऐसी है https://t.co/clQbOPxGzy"
1533,2022-10-19 07:24:30+00:00,@AkshitaR_ @ISKCON_Dwarka @tntourismoffcl @SanataniPurnima @Munnidevi_BJP @Arunk750 @yajnshri @SinghVatsala19 @KrishnaDharma @Vadicwarrior @Akhilesh848161 🙏🙏🌺🌺
1534,2022-10-19 07:21:56+00:00,"भारतीय फिल्म जगत के सुप्रसिद्ध अभिनेता एवं गुरदासपुर लोकसभा से @BJP4India के सांसद श्री @iamsunnydeol जी को जन्मदिन की हार्दिक शुभकामनाएं। 

आपका स्वास्थ्य अच्छा रहे और आप दीर्घायु हो यहीं मंगल कामना करता हूँ। https://t.co/0H1CZUHWrY"
1535,2022-10-19 07:20:46+00:00,"BJP MCD चुनाव हार रही है इसीलिए अब MCD की Power छीनने जा रही है।

पहले पार्षद जो भी प्रस्ताव लाते थे वो सदन में पास होने के बाद Implement होता था 

ये नया Proposal ला रहे हैं कि केंद्र के LG की मंजूरी के बिना कोई प्रस्ताव मान्य नहीं @ipathak25 https://t.co/mlKqh95eW7"
1536,2022-10-19 07:19:57+00:00,"Aam Aadmi party has no ground in Gujarat, it’s only a hype made by BJP. The contest is between BJP &amp; Congress. 

The 8 promises made by congress is the best and we will vote for it. (8 promises of Rahul Gandhi) 

— A common Gujarati. https://t.co/ivaieJ5BQF"
1537,2022-10-19 07:19:46+00:00,"When AAP spokesperson and BJP spokesperson are in TV debate, then TV anchor seems to be confused which side to take."
1538,2022-10-19 07:18:30+00:00,@TrulyMonica BJP will handshake with Farooq Abdulla in forthcoming elections. Then you'll change your theme...
1539,2022-10-19 07:18:23+00:00,"राम, राहुल और रावण पर छिड़ी सियासत, चुनावी मैदान से ट्विटर पर आया BJP vs कांग्रेसराम, राहुल और रावण पर छिड़ी सियासत, चुनावी मैदान से ट्विटर पर आया BJP vs कांग्रेस https://t.co/LBSdtkzp2E"
1540,2022-10-19 07:18:16+00:00,"‘Haryana में गिरेगी BJP की सरकार’ | Congress प्रदेशाध्यक्ष उदयभान का दावा | #Kuldeep Bishnoi

#BHASKARNEWSUPUK
#UttarPradesh
#uttrakhand
More Details 👇🏻👇🏻
https://t.co/ZlC1VabiTJ
#twitter
#instagramreels
#Youtube https://t.co/ZDrRkhPy2X"
1541,2022-10-19 07:17:49+00:00,"@myogiadityanath @BJP4India @SushantBSinha @Pawankhera @SupriyaShrinate @RahulGandhi @anjanaomkashyap @chitraaum @RubikaLiyaquat @HMOIndia @AmitShah @narendramodi 

मोदी जी, चीन से डरना छोड़िये.

उईगर मुस्लिम मामले मे चीन का समर्थन क्यो किया था भारत ने   ?

@DrSJaishankar  ?? https://t.co/lISrHj88LV"
1542,2022-10-19 07:17:21+00:00,"जब @RahulGandhi जी CBI office ले जाये  गए, 
जब मनीष सिसोदिया जी ले जाये गए. 
अंतर देखिये आप खुद समझ जायेंगे की @AamAadmiParty
गुजरात में @BJP4India की B टीम है @aimim_national की तरह. 
@priyankagandhi @ShuklaRajiv @srinivasiyc @KaunSandeep @VibrantGujarat https://t.co/e4gtRyBNOG"
1543,2022-10-19 07:16:12+00:00,"@RShivshankar Its happening in every party. Party Presidents are tokens as in BJP too. Modi-Shah ruling and Nadda a token, SP ruled by Akhilesh, BSP by Mayawati etc"
1544,2022-10-19 07:15:55+00:00,"संघ के सर्वे में Himachal में Congress की Sarkar ! Himachal की सत्ता से बाहर होगी BJP !

#BHASKARNEWSUPUK
#UttarPradesh
#uttrakhand
More Details 👇🏻👇🏻
https://t.co/ZlC1VabiTJ
#twitter
#instagramreels
#Youtube https://t.co/iSvutyyfBy"
1545,2022-10-19 07:15:15+00:00,"#BJP is making a huge mistake by targeting senior members of #AAP. Like in #Delhi and #Punjab, it may lose to AAP in #Gujarat. I always thought that the BJP was more intelligent after the Delhi and Punjab fiasco.  https://t.co/66admEGKCB"
1546,2022-10-19 07:14:50+00:00,"@amitmalviya I feel its difference between BJP and Cong. They have not sidelined any single member, however members have walked away themselves. BJP sidelined many including legends @Swamy39 and Advaniji from day 1 in 2014 and later RS Prasad, Rudy etc"
1547,2022-10-19 07:14:38+00:00,.@BJP4India https://t.co/YWI7GWMDl5
1548,2022-10-19 07:14:13+00:00,@news24tvchannel @KapilMishra_IND @msisodia Dhokhebazo ki baat mat mano ye pehle bjp ko gaali dete the...ab ...🙏👍🏻
1549,2022-10-19 07:14:05+00:00,#MCD mein kejriwal.        Please during these elections of McD think twice before voting.      Bjp is making fool to all delhites from last 16 years. So for good governance vote for   kejriwal in MCD elections
1550,2022-10-19 07:13:57+00:00,"Himachal Pradesh elections: BJP’s first list out, CM Jairam Thakur to contest from Seraj
#HimachalElection2022 #HimachalPradeshElection"
1551,2022-10-19 07:13:06+00:00,"Himachal Pradesh Election: BJP ने जारी की 62 उम्मीदवारों की सूची
#HimachalPradeshElection"
1552,2022-10-19 07:12:33+00:00,"@BhootSantosh बिलकिस बानो केस में दोषियों की रिहाई हो या बलात्कारी बाबा राम रहीम की पैरोल 
देश की महिला BJP का ये चेहरा देख कर भी अगर उसको वोट करती है तो ये सब जो हो रहा है सही है, वैसे ये लाइन उन पुरुष लोगों के लिए भी है जिनके पास परिवार है"
1553,2022-10-19 07:11:38+00:00,@SupriyaShrinate @BJP4India @AamAadmiParty Congress ki kamjori
1554,2022-10-19 07:11:29+00:00,"सरल विधि
             भविष्य निधि
#BJP #bjymforindiaa https://t.co/dIz2KLEJ0h"
1555,2022-10-19 07:10:56+00:00,"#BJP Names Candidates For 62 Seats, Drops 11 Sitting MLAs For #HimachalPradeshAssemblyPolls
https://t.co/ldY4gXYgD4
@BJP4India @BJP4Himachal @narendramodi  @AmitShah"
1556,2022-10-19 07:10:43+00:00,"#FactCheck: हार्दिक पटेल के पुराने वीडियो को हालिया बताकर गलत संदर्भ में किया जा रहा है वायरल

#HardikPatel #BJP #PMModi #FakeNews #VishvasNews

https://t.co/tXtss1P3D0"
1557,2022-10-19 07:10:13+00:00,"@MahuaMoitra What about your KRAs&amp; KPIs for d year.? Damage India's image by magnifying non issues. How many tweets on Bengal corruption , murders and rapes? How many tweets on Bilkis? There are smarter people in the universe than you.@AmitShah @narendramodi @republic @Shehzad_Ind @BJP4India"
1558,2022-10-19 07:10:00+00:00,"BJP Bishnupur MP Saumitra Khan is said to have abdicated his role as party observer hours after the announcement of the core committee. 

https://t.co/ijXaQptkZI"
1559,2022-10-19 07:09:01+00:00,"@abeyjayaar @mshahi0024 @zoo_bear wherever AAP will go traditional parties and their pitthoos will raise caste and religious bogies. They have nothing else to show. BJP want majority votes.. congRSS minorities, caste parties their base. Until now AAP only fights on governance and other parties have no answer."
1560,2022-10-19 07:08:56+00:00,BJP And AAP Copied #VirtualSchool Model Of #StreamiSchool Of #PTLBSchools https://t.co/ac0vsuLTYb. #DigitalIndia #LegalTech #Streami #StreamiSchool #StreamiVirtualSchool @IMPraveenDalal @StreamiSchool
1561,2022-10-19 07:08:37+00:00,@ArvindLugun Iska Matlab bjp ka 2024 me rajneeti se safaya ho jaega🤣🤣🤣
1562,2022-10-19 07:08:34+00:00,"PAK बॉर्डर के पास नया एयरबेस देश की सुरक्षा का अहम केंद्र बनकर उभरेगा: PM मोदी 

#DefExpo2022 #PMModi 

@BJP4India @BJP4Bihar @BJP4Jharkhand 

https://t.co/aaKCKdM1Du"
1563,2022-10-19 07:07:49+00:00,आज देश की आम जनता समझ चुकी है BJP RSS मोदी सरकार देश की आम जनता धर्म की अफीम चटा कर अपने अमीर बिजनेस मैनो को हाथों देश बेच रही है @narendramodi @sambitswaraj @msisodia @ipathak25 https://t.co/U9Wrv3zuib
1564,2022-10-19 07:07:33+00:00,@gauravbh aise to 'G' se bhi bahut kuch banta hein. 😂😂 why BJP party members are not learning something from our PM?
1565,2022-10-19 07:07:23+00:00,"Ram Rahim का BJP कनेक्शन आया सामने ! BJP नेताओं में Ram Rahim से आशीर्वाद लेने की लगी होड़ |

#BHASKARNEWSUPUK
#UttarPradesh
#uttrakhand
More Details 👇🏻👇🏻
https://t.co/ZlC1VabiTJ
#twitter
#instagramreels
#Youtube https://t.co/OCnApyKi5C"
1566,2022-10-19 07:07:11+00:00,"Forget @ArvindKejriwal .. Sanatani Hindus hate @narendramodi @themodistory @DrMohanBhagwat .. If @BJP4India and @RSSorg not ready to change leadership, something startling can be expected! Ass lickers and bootlickers were enthusiastic about Punjab too! https://t.co/QtUrATncbJ"
1567,2022-10-19 07:06:49+00:00,@anujakapurindia @ArvindKejriwal @ArvindKejriwal @msisodia @govt_delhi @LtGovDelhi @MLARituraj @AAPDelhi @AAPGujarat दिल्ली में किराड़ी विधानसभा की टूटीफूटी गालियों और सड़कों का निर्माण-मरम्मत कार्य पिछले कई वर्षों से नही हुआ है कृपया संज्ञान ले 🙏 🇮🇳🇮🇳🇮🇳@BJP4Delhi @INCIndia @INCDelhi  @BJP4India @KumaarSaagar
1568,2022-10-19 07:06:37+00:00,"@kinghpgediya @AamAadmiParty @AAPGujarat @ndtv @GujaratTak @BJP4India @INCIndia @BJP4Gujarat @INCGujarat Election aane tak 50% vote share AAP ka hi hoga...
Massive landslide victory is gonna happen for AAP. Storm of positive change is coming which won't spare c0mmunal p!gs this time."
1569,2022-10-19 07:05:44+00:00,There used to be issues when mayawati use to mobilise  people at Rs. 100 per head but she used to pay !!! and now a days BJP doing same but not paying !!! Bad economics over 500 ?! https://t.co/NZ0XIj0FmS
1570,2022-10-19 07:05:28+00:00,"As #BJP targets the DDDC vice-chairperson for ""impropriety"", we take a look at the career of the aam aadmi behind the headlines

https://t.co/smOol8hv1g"
1571,2022-10-19 07:04:51+00:00,"Best Quite by Prime Minister Narendra Modi. 

There was a time we were releasing pigeons🐦. 

Now, we are releasing cheetah 🐆

👋🏿👋🏿👋🏿

@BJP4India 
@narendramodi @PMOIndia"
1572,2022-10-19 07:04:35+00:00,"BJP announces 62 candidates for Himachal polls, CM Jairam to contest from this seat https://t.co/ot7f1GaSZQ https://t.co/bbYVgUNHQz #himachalpradesh #himachalpradeshelections #jairamthakur"
1573,2022-10-19 07:04:33+00:00,"BJP और AAP का STAND बिल्कुल समान है, बलात्कारियों का समर्थन - पीड़ित पर चुप्पी! https://t.co/4ucYcLNYRq"
1574,2022-10-19 07:02:10+00:00,"7वीं के एग्जाम पेपर में कश्मीर को बताया अलग देश, नीतीश सरकार पर भड़की बीजेपी

#BiharNews #NitishKumar #BJP 
@abulnsr https://t.co/ycfEbKWd8I"
1575,2022-10-19 07:02:08+00:00,Aaj sab log apni apni dictionary khol kar baith jaao result aane ke baad @ShashiTharoor ji jo bolne wale hai uska matlab samjhne ke liye aasani hogi @INCIndia @RahulGandhi @SupriyaShrinate @priyankagandhi @BJP4India
1576,2022-10-19 07:01:55+00:00,#TRS #Booranarsaiahgoud #BJP #Bharat24 https://t.co/t2atREzzE7
1577,2022-10-19 07:01:37+00:00,@SupriyaShrinate @BJP4India @AamAadmiParty Rajasthan mai itne rape ho raha hai lekin ye khangresi Chu tak nahi karte lekin Gujarat chunav ko lekar apne usi purane m bhakti wale agende pe hi chal rahe hai. Dhikkar hai dhikkar hai aisi raajneeti pe dhikkar hai.
1578,2022-10-19 07:01:18+00:00,@ShilpiSinghINC Kya tune apna vote modi ya BJP ko Diya thaa kya lol jo itni pareshan ho rahi hai lol 😂
1579,2022-10-19 07:00:42+00:00,"गुरदासपुर से @BJP4India के लोकप्रिय सांसद एवं सुप्रसिद्ध भारतीय फिल्म अभिनेता श्री @iamsunnydeol  जी, आपको जन्मदिन की आत्मीय बधाई एवं शुभकामनाएं।

#HappyBirthdaySunnyDeol https://t.co/MFxvqwmJOM"
1580,2022-10-19 07:00:38+00:00,"@narendramodi @PMOIndia
@ArvindKejriwal @AAPYouthWing
@BJP4India
https://t.co/XaaHOLtEqK"
1581,2022-10-19 07:00:21+00:00,"Amroha regarding the toilet scam of the BJP government and the Pradhan Mantri Awas Yojana scam.
@SChaudharyINC
#HBDSachinChaudhary https://t.co/yTKpPEvGLN"
1582,2022-10-19 06:59:52+00:00,ये चरित्र @BJP4India और @narendramodi जी को अच्छे लगते है तभी तो गुजरात और केन्द्र सरकार दोनो ने ही क्लियर किया इनलोगो को जेल से बाहर निकालने की प्रक्रिया को। https://t.co/NGUAMwvq1C
1583,2022-10-19 06:58:33+00:00,@Himmat11668272 @MishraJi2022 @ANI 😂😂😂 you are so innocent.. please also do some research on who filed the case and when ... U will come to know that BJP has zero contribution to it..
1584,2022-10-19 06:57:49+00:00,"@afreen_fatima_1 ठीक कहा, जब AIMIM हो सकता है तो RSS, VHP ओर BJP क्यों नहीं हो सकता?
मतलब वही है, तुम्हे जो समझना हो समझो।"
1585,2022-10-19 06:57:38+00:00,@D__Parkhe @PMOIndia The good thing is that BJP is spoilt for choice of successor!
1586,2022-10-19 06:57:00+00:00,@Morewithshashi Last minute strategy between cong and bjp to split votes or stop aap from gaining big majority so that later can donhorse trading
1587,2022-10-19 06:56:33+00:00,@srinivasiyc #aap is extended version of #bjp. Future ke Amit Shah hai #ManishSisodia
1588,2022-10-19 06:56:12+00:00,"Viral Video: पटाखा जलाते हुए औंधे मुंह गिरे पूर्व विधायक Vinay Singh | Shorts | BJP |

#Inkhabar #ViralVideo #BJP #VinaySingh #Cracker https://t.co/67jJc8C1ub"
1589,2022-10-19 06:55:57+00:00,"Earlier manmohan singh ji used to release picpocketers on ground of their conduct while serving punishment,now @narendramodi ji used to release murderers and rapists by identifying their caste and religion.

@BJP4India @AamAadmiParty @INCIndia https://t.co/pD5LHQ5rrf"
1590,2022-10-19 06:55:54+00:00,"हिमाचल प्रदेश विधानसभा चुनावों के लिए @BJP4Himachal के सभी उम्मीदवारों को मेरी ओर से हार्दिक बधाई एवं शुभकामनाएँ।

श्री @narendramodi जी के नेतृत्व में देवभूमि हिमाचल की जनता फिर एक बार कमल खिलाएगी और भाजपा की सरकार बनाएगी! @BJP4India https://t.co/tnEfSjxgsM"
1591,2022-10-19 06:55:52+00:00,"#OpinionPoll: Here's what ETG Research-@TNNavbharat opinion poll on #GujaratElections2022 shows: 

#BJP: 
Vote share - 48%
Seat share - 125 - 131

#Congress: 
Vote share - 21%
Seat share - 29 - 33

#AAP:
Vote share - 24%
Seat share - 18 - 22 https://t.co/YrZ5yRE9SX https://t.co/rUjInZNflG"
1592,2022-10-19 06:55:33+00:00,"@indiatvnews Only AAP
Baaki sab saaf....BJP ki cha mudegi is baar"
1593,2022-10-19 06:54:34+00:00,"#PoliticalNews  -  कांग्रेस के बाद अब BJP ने भी हिमाचल चुनाव के लिए अपनी पहली लिस्ट जारी कर दी है, जानें किसे कहां से मिला टिकट 

@INCIndia @BJP4India @RahulGandhi @narendramodi @jairamthakurbjp @CMOFFICEHP 

#HimachalPradesh #HimachalPradeshElections 
https://t.co/zQ16hBaZlg"
1594,2022-10-19 06:53:19+00:00,आदमपुर उपचुनाव में ग्रामीण जनसम्पर्क अभियान के तहत गाँव आदमपुर में भाजपा के पक्ष में वोट अपील की। @JPNadda @blsanthosh @BjpBiplab @byadavbjp @mlkhattar @OPDhankar @tarunchughbjp @ArunSinghbjp @drsudhayadavBJP @shivprakashbjp @Rajkumarchahar9 @BJPKM4Haryana @BJP4India @CTRavi_BJP https://t.co/qBBDGfWgdC
1595,2022-10-19 06:52:20+00:00,"""CBI के माथे पर लगा कलंक हटना चाहिए""

#WATCH: https://t.co/uHSRVv6MXK

#abuttarchahiye #ManishSisodia  @Aamitabh2 @msisodia @ArvindKejriwal @BJP4Delhi @BJP4India @AamAadmiParty https://t.co/p70RfL5K6M"
1596,2022-10-19 06:52:00+00:00,"""चीफ मिनिस्टर पद ऑफर में तो चल नहीं रहा है""

#WATCH: https://t.co/80b0IH5NY4 

#abuttarchahiye #ManishSisodia  @Aamitabh2 @msisodia @ArvindKejriwal @BJP4Delhi @BJP4India @AamAadmiParty https://t.co/pRH6iJfStE"
1597,2022-10-19 06:51:58+00:00,"अच्छी बात है कि आप स्कूल और शिक्षा पर बात करिए।
उन कामों की सराहना भी होनी चाहिए पर इसका मतलब नहीं कि #Gujarat की #BilkisBano जैसी ज़ुल्म की शिकार महिला पर चुप्पी साध लें।
#BJP और उनके चाटू पत्रकारों की तो मजबूरी है लेकिन #AAP क्यों मजबूर हैं?

@LambaAlka @ManojMehtamm"
1598,2022-10-19 06:51:54+00:00,@quizzicalguy @ConradkBarwa This is one sure way to polarise. They know if at all they win Gujarat it will be only because of hatred. Their performance is known to every one including themselves. It is only educated middle class still enamored with every thing BJP does including freeing rapists.
1599,2022-10-19 06:51:47+00:00,"In single largest repatriation, US gives to India 307 antiquities worth $4m
@narendramodi @blsanthosh @adeshguptabjp @siddharthanbjp @BJP4Delhi @BJP4India
https://t.co/wysAFWXggB https://t.co/dlxR6V54Mr"
1600,2022-10-19 06:50:25+00:00,"@ShivAroor Bhai Merko Bhi Add Kare Joshi Ji Wali Toolkit Wale Group Me,Kitna Chatega BJP Ki.."
